id,litera,cuvant_cheie,continut
149,M,MĂNĂSTIRE,"Nimeni nu poate întemeia o mănăstire fără binecuvântarea Episcopului competent. 4 sin. IV ec.; 17 sin VII ec.; 1 Const. I-II.
- Mănăstirile stau sub supravegherea Episcopului. 4, 8 sin. IV ec.
- Averea fiecărei mănăstiri trebuie trecută într-un inventar care se păstrează la Episcopie. 1 Const. I-II.
- Fiecare mănăstire să aibă un econom. 11 sin VII ec.
- Averile mănăstireşti să nu se înstrăineze. Episcopul care face altfel să fie izgonit din Episcopie; egumenul să fie izgonit din mănăstire. 12 sin VII ec.; 24 sin. IV ec.; 49 Trul.; 1 Const. I-II.
- Episcopul care zideşte mănăstire în paguba Episcopiei să fie supus certării cuvenite. 7 Const. I-II.
- Episcopul nu are voie să primească în cler sau să pună egumen la o mănăstire din eparhia sa pe un călugăr venit din altă eparhie fără scrisoare de dimitere de la Episcopul său. 80 Cartag.
- Episcopul sau egumenul care primeşte pe cineva în mănăstire pentru bani să se caterisească; egumeniţa să fie izgonită din mănăstire. 19 sin VII ec.
- Mănăstirile mixte (de călugări şi călugăriţe în acelaşi loc) sunt interzise. 20 sin VII ec.
- Să nu se ţină femei în serviciul mănăstirilor de bărbaţi. Egumenul care face altfel să se certe, iar dacă stăruie, să se caterisească. 18 sin VII ec."
150,M,MÂNCARE,"Nu se cuvine a mânca în biserică. Cei ce mănâncă sau să înceteze, sau să se afurisească. 74 Trul.; 28 Laod.; 42 Cartag.
- Cel ce vinde mâncare în curtea bisericii, făcând astfel aci negustorie să se afurisească. 76 Trul."
151,M,MIR,"O parte din ereticii care se convertesc la Ortodoxie se primesc în biserică prin ungere cu Sf. Mir. 7 sin. II ec.; 95 Trul.; 7 Laod.; 1 Vasile cel Mare; Vezi şi: ERETICI.
- Sf. Mir să nu se pregătească de presbiteri, ci numai de Episcopi. 6 Cartag.
- Apostaţii care se întorc la Biserică să fie unşi cu Sf. Mir. 1 Ioan  Ajunatorul."
152,M,MIREANUL,"Mireanul să nu-şi însuşească dregătoria învăţătorească în Biserică. 64 Trul.
- Să nu citească de pe amvon. 33 Trul.
- Să nu-şi ia singur Sf. Cuminecătură, de faţă fiind clerici. Dacă face aceasta, să se afurisească pe o săptămână. 58 Trul.
- Nu are voie să intre în altar. 69 Trul.
- Nu are voie să cânte (fără cântăreţ) în biserică. 15 Laod.
- Care defaimă stăpânirea de stat sau pe dregători să se afurisească. 84 ap."
153,M,MITĂ,Judecătorul bisericesc care este mituit să fie pedepsit. 15 Cartag.
154,M,MITROPOLITUL,"MITROPOLITUL este cel dintâi dintre Episcopii provinciei respective. 34 ap.; 9 Antioh. Vezi: DEVOLUŢIUNE.
- Episcopii fiecărui neam trebuie să aibă un Mitropolit al lor. 34 ap.
- Mitropolitul convoacă şi prezidează sinodul. 20 Antioh.
- Are dreptul de supraveghere asupra tuturor afacerilor şi Episcopilor din Mitropolie. 34 ap.; 9 Antioh.
- Episcopii să nu facă nimic mai de seamă fără Mitropolit. 34 ap.; 9 Antioh.
- Mitropolitul nu-şi poate întinde jurisdicţia peste hotarele provinciei sale şi nu poate întreprinde nimic mai de seamă fără învoirea Episcopilor subordonaţi. 34 ap.; 2 sin. II ec.; 8 sin. III ec.; 9 Antioh.
- E dator să îngrijească de completarea vacanţelor episcopale. 25 sin. IV ec.
- Prezidează alegerea Episcopilor şi hirotoneşte (împreună cu Episcopii din Mitropolie) pe cei aleşi. 4 sin. I ec.; 28 sin. IV ec.; 19 Antioh.
- Are dreptul de a vizita teritoriile episcopeşti subordonate. 52 Cartag.
- Are dreptul de a pune persoane în slujbele în care Episcopul neglijează să facă acest lucru. 11 sin VII ec.
- Care nu pune econom la Mitropolie, să-i pună Patriarhul. 11 sin VII ec.
- Mitropolitul Cartaginei poate hirotoni clerici unde vrea în Mitropolia lui şi poate transfera, în caz de nevoie, clerici dintr-o eparhie în alta. 55 Cartag.
- În caz de vinovăţii, este supus judecăţii sinodului compus din Episcopii din Mitropolie şi din Mitropoliţii învecinaţi. 1 sin. III ec.
- Episcopul care nu pomeneşte pe Mitropolitul său la slujbele divine să se caterisească. 14 Const. I-II.
- Mitropolitul care nu pomeneşte pe Patriarh la slujbele să se caterisească. 15 Const. I-II."
155,M,MONAH,"Monahii trebuie să fie subordonaţi Episcopului, «Să iubească liniştea, să stăruiască numai în post şi rugăciune, neîncetat petrecând în locurile unde au fost aşezaţi; să nu se ingereze sau să se amestece în afaceri bisericeşti sau lumeşti, părăsind mănăstirile lor, fără numai dacă li s-a dat voie din partea Episcopului, în caz de necesitate arzătoare. Cei ce se abat de la această hotărâre să fie excomunicaţi. 4, 8 sin. IV ec.; 22 sin VII ec.
- Monahul sau monahia nu are voie să-şi părăsească mănăstirea şi să se ducă la alta, sau în altă parte, fără învoirea stareţului sau stareţei. 46 sin VII ec.; 21 sin VII ec.; 3 Const. I-II. Dacă aceştia nu le permit, ei se pot adresa Episcopului. 6 Nic. al Constantinopolului.
- Care fuge din mănăstire să fie afurisit. 4 Const. I-II.
- Episcopul care primeşte pe vreun călugăr din altă eparhie, fără scrisoare de la Episcopul competent, să fie pedepsit. 80 Cartag.
- Călugărul poate părăsi mănăstirea în care se află, «dacă egumenul este eretic şi dacă intrarea femeilor în mănăstire devine liberă». 17 Nichifor Mărt.
- Viaţa anterioară, păcătoasă, a cuiva nu este piedică pentru intrarea în monahism. 43 Trul.
- Nu are voie să se căsătorească. 16 sin. IV ec.
- Care desfrânează sau se căsătoreşte să fie supus epitimiilor pentru desfrânaţi. 44 Trul. În can. 60 Vasile cel Mare se zice că se pedepseşte cu epitimia adulterilor, iar can. 35 Nichifor Mărt., prevede anatema. Can. 16 Ioan  Ajunatorul prevede excluderea pe doi ani de la împărtăşire, în care timp trebuie să postească şi să facă mătănii.
- Monahul şi monahia să nu stea singuri de vorbă. 20 sin VII ec.
- Monahii nu au voie să doarmă în mănăstirile de călugăriţe şi invers. 20 sin VII ec.
- Episcopul poate muta pe un călugăr de la o mănăstire la altă, îi poate permite unui călugăr să trăiască şi afară de mănăstire. 2, 4 Const. I-II.
- Monahul nu are voie să aibă avere particulară. 6 Const. I-II.
- Monahul să nu intre în cârciumă. 24 Laod.
- Monahul vagabond să fie obligat (chiar cu forţa) să se întoarcă la mănăstire. 23 sin. IV ec.; 35 Nichifor Mărt."
156,M,MONAHIE,"Să se primească în monahism la vârsta de 25 de ani. Înainte de această vârstă se pot primi numai pentru motive binecuvântate. 126 Cartag.
- Călugăriţa să nu se îmbrace în haine luxoase. 45 Trul.
- Are voie să intre în altar pentru a aprinde lumânările şi a face curăţenie. 15 Nichifor Mărt.
- «Nu se cuvine să se împărtăşească de la călugărul presbiter tânăr, când acesta slujeşte şi împărtăşeşte». 23 Nichifor Mărt.
- Care cunoaşte păcatele grave ale altora şi nu le descoperă stareţei să fie supusă aceleiaşi epitimii ca şi cele ce le-au comis. 38 Ioan  Ajunatorul; 71 Vasile cel Mare.
- Restul dispoziţiilor valabile pentru monahi sunt valabile şi pentru călugăriţe."
157,M,MONAHISM,Primirea în monahism să se facă în prezenţa egumenului mănăstirii în care va avea să trăiască cel primit. Cel ce nu observă aceasta regulă să se caterisească. 2 Const. I-II.
158,M,MORT,"Să nu se dea Sf. Cuminecătură trupurilor celor morţi. 83 Trul.; 18 Cartag.
- Cei morţi să nu fie botezaţi. 18 Cartag."
159,N,NAŞ,"Naşul nu are voie să se căsătorească cu mama văduvă a finului. Dacă se căsătoreşte, trebuie să divorţeze, apoi va fi supus (împreună cu respectiva soţie) epitimiilor pentru desfrânaţi. 53 Trul.
- Naşul ia răspunderea duhovnicească pentru finul său. 45 Cartag.
- Cel ce intra în monahism trebuie să aibă ca naş pe un călugăr mai bătrân, care îl va instrui şi întări în observarea regulilor monahale. 2 Const. I-II."
160,N,NEGLIJENŢA,"Episcopul şi presbiterul care nu poartă grijă de păstoriţii săi să se caterisească. 58, 59 ap.
- Episcopul care neglijează să convertească la Ortodoxie pe ereticii din eparhia sa să fie admoniat de Episcopii din vecinătate. 121 Cartag. Dacă stăruie în neglijenţă, «cu unul ca acela să nu intre în comuniune». 123 Cartag."
161,N,NEOFIT,"Cel de curând botezat să nu fie făcut cleric decât în cazuri excepţionale. 80 ap.; 2 sin. I ec.; 12 Neocez.; 3 Laod.; 10 Sard.
- Neofitul care a fost hirotonit - dacă după trecerea unui timp se află asupra lui vreun păcat sufletesc - să înceteze din cler. 2 sin. I ec.;"
162,N,NEPOTISM,"Episcopul să nu-şi hirotonească rudele ca urmaşi în scaunul său episcopal. Hirotonia pe care o face un episcop asupra unei rude a sa, ca urmaş al său în scaunul episcopal, e nulă. 76 ap."
163,N,NESUPUNERE,"Clericul caterisit după dreptate, dacă nu se supune pedepsei primite, ci continuă a sluji şi mai departe, «acela să se taie cu totul de la Biserică». 28 ap.
- Clericii care nu se supun Episcopului lor se pedepsesc cu caterisirea, mirenii cu afurisirea. 8 sin. IV ec.; 31 ap.; 5 Antioh."
164,N,NOVICIAT,"Cel ce vrea să îmbrăţişeze monahismul trebuie să facă o ucenicie de trei ani. în cazuri excepţionale, acest termen mai poate fi redus. 5 Const. I-II; 41 Trul."
165,N,NUNTA.,"Presbiterul să nu ia parte la nunţile celor căsătoriţi a două oară. 7 Neocez.
- Să nu se facă în Patruzecime. 52 Laod. şi în Săptămâna luminată. 66 Trul."
166,O,OASPEŢI,"Episcopul are dreptul să ia din veniturile Bisericii, atât cât îi trebuieşte, pentru întreţinerea sa proprie şi pentru cei ce-i vin ca oaspeţi. 41 ap.; 25 Antioh."
167,O,OBICEIUL,"Obiceiul care este în conformitate cu principiile de bază ale Creştinismului şi este recunoscut de Biserică trebuie respectat. 6, 7 sin. I ec.; 2, 7 sin. II ec.; 8 sin. III ec.; 28, 30 sin. IV ec.; 3, 87, 89 etc. Vasile cel Mare.
- Care este protivnic canoanelor să se desfiinţeze. 15 sin. I ec.; 62 Trul.
- Fiecare biserică particulară îşi poate păstra obiceiurile ei, dacă sunt în consonanţă cu canoanele. 8 sin. III ec.; 39 Trul.
- Foarte multe obiceiuri din viaţa bisericească se bazează pe Sf. Tradiţie. Ex.: «facerea semnului Crucii, îndreptarea spre Răsărit la rugăciune, binecuvântarea apei la botez, lepădarea de satana» etc. 91 Vasile cel Mare.
- În Biserica Egiptului e obiceiul ca Episcopii să nu facă nimic mai de seamă fără ştirea şi îndrumarea Arhiepiscopului din Alexandria. 30 sin. IV ec.
- Obiceiul din Biserica Romei de a ajuna în sâmbetele postului Paştilor se reprobă. Clericul care practică acest obicei să se caterisească; mireanul să se afurisească. 55 Trul.
- Judecătorii bisericeşti şi duhovnicii să caute să cunoască obiceiurile şi dispoziţia sufletească a păcătoşilor, pentru ca astfel să le poată da epitimiile cele mai potrivite pentru vindecarea lor sufletească. 102 Trul."
168,O,OBICEIURI PĂGÂNE,"Creştinii să se ferească de obiceiurile păgâne. 24 Ancira; 83 Vasile cel Mare. Clericii care practică astfel de obiceiuri să se caterisească; mirenii să se afurisească. 70, 71 ap.; 24, 51, 61, 62, 65, 71, 94 Trul.
- Clericul care practica obiceiuri superstiţioase să se caterisească; mireanul să se afurisească. 65, 79 Trul."
169,O,OCHIUL,Cel cu defect la un ochi poate fi cleric. 77 ap.
170,O,ORBUL,Orbul nu poate fi episcop. 78 ap.
171,O,ORDINE,În ierarhie trebuie să domneasca ordinea. Clericii să fie subordonaţi Episcopului. 39 ap.; 56-57 Laod. Diaconii să stea în urma presbiterilor. 18 sin. I ec.; 7 Trul.; 20 Laod.
172,O,ORGANIZAREA,"Biserica trebuie să ţină seama, la organizarea unităţilor ei administrative, de împărţirea politică a Statului. 17 sin. IV ec.; 38 Trul.; 2 sin. II ec."
173,P,PARACLIS,"Clericii care liturghisesc sau botează în paraclise particulare, fără învoirea Episcopului competent, să se caterisească. 31, 59 Trul.; 10 sin VII ec.; 12 Const. I-II. Vezi şi: CAPELĂ, CASĂ DE RUGĂCIUNI."
174,P,PATRIARH,"Presbiterii, Episcopii sau Mitropoliţii care se dezbină de Patriarhii lor şi nu-l pomenesc la sfintele slujbe să se caterisească. 15 Const. I-II. Vezi DEVOLUŢIUNE."
175,P,PĂCAT,"Clericul care săvârşeşte păcat de moarte să se caterisească. 32 Vasile cel Mare.
- Dacă asupra celui hirotonit ca neofit, sau asupra celui ce a fost hirotonit fără a fi examinat, s-ar afla vreun păcat grav, acela să înceteze a mai face parte din cler. 2, 9 sin. I ec.; 9, 10 Neocez.
- Episcopul sau presbiterul care nu primeşte pe. cel ce se întoarce de la păcat, ci-l leapădă, să se caterisească. 52 ap.
- Episcopul are dreptul să reducă penitenţele pentru păcate. 4, 7 Grig. Nyssa. Vezi şi: EPITIMIA.
- Păcatele mărturisite la spovedanie să nu fie divulgate de duhovnic. Dacă acesta le spune altora, iar penitentul nu le-ar recunoaşte, să nu i se dea crezare duhovnicului. 132 Cartag.; 34 Vasile cel Mare; 28 Nichifor Mărt."
176,P,PEDEPSELE BISERICEŞTI,"Pedepsele bisericeşti pentru clerici sunt: Admonierea. 31 ap.; 32 Cartag. Dojana. 19 sin. IV ec.; 25 Antioh. Degradarea vinovatului din rangul ocupat la cel din urmă loc între cei care ocupă acelaşi rang. 7 Trul. Excluderea din serviciu pe un anumit timp. 36 ap. Oprirea de a săvârşi lucrările sfinte pe un timp anumit. 20 sin. IV ec.; 3 Trul.; 14 Sard.; 19,133 Cartag.
- Oprirea (pentru totdeauna) de a săvârşi anumite lucrări sfinte. 9 Neocez. Pierderea pentru totdeauna a dreptului de a fi înaintat la un grad ierarhic superior. 3 Trul.; 69 Vasile cel Mare.
- Destituirea din serviciu. 16 Const. I-II; 16 Antioh; 15 ap. Depunerea din treaptă sau oprirea pentru totdeauna de la funcţiunile preoţeşti, dar cu păstrarea dreptului de a purta numele de cleric şi de a avea demnitatea clericală. 1 Ancira; 3, 26 Trul.; 8, 9 Neocez.; 27 Vasile cel Mare. Caterisirea (vezi
acest cuvânt). Caterisirea şi afurisirea deodată, 28, 30, 64 ap.; 86 Trul.; 1 Antioh; 3 Vasile cel Mare. Anatema (vezi acest cuvânt).
- Pedepsele bisericeşti pentru mireni sunt: afurisirea (excomunicarea) şi anatema (vezi aceste cuvinte).
- Nimeni nu poate fi pedepsit de judecătoriile bisericeşti pentru păcatele pe care le mărturiseşte în Taina Pocăinţei. 132 Cartag.
- Pedepsele date de un Episcop ortodox sau tribunal bisericesc sunt valabile în întreaga Biserică Ortodoxă. 12, 32 ap.; 5 sin. I ec.; 1 Sin. local din C-pol (Sofia); 13 Sard.; 9, 105 Cartag.
- Nimeni să nu fie pedepsit fără a se fi cercetat temeinic învinuirile ce i se aduc. 3, 6 Teofil
- Nimeni să nu fie pedepsit fără a i se dovedi vinovăţia. 133 Cartag.
- Clericul să nu fie pedepsit de două ori pentru acelaşi delict. 25 ap.; 3, 32, 51 Vasile cel Mare; 46 Ioan  Ajunatorul."
177,P,PEDEPSIT,"Clericul pedepsit de Episcopul său, chiar dacă face apel, trebuie să rămână sub pedeapsa dată de Episcop până ce se rezolva apelul. 14 Sard.
- Clericul condamnat de forurile bisericeşti nu poate fi luat în apărare şi scăpat de pedeapsă de alte foruri. 62 Cartag. Vezi şi: CATERISIT. Cartag.
- În cazul când penitentul e pe moarte, el poate fi graţiat, în lipsa Episcopului, de către preot şi astfel poate fi cuminecat. 7, 43 Cartag. Vezi şi: EPITIMII."
178,P,POMENIRE,"Clericul care nu pomeneşte la slujbele dumnezeieşti pe Episcopul său să se caterisească. 13 Const. I-II. Asemenea şi Episcopul care nu pomeneşte pe Mitropolitul său. 14 Const. I-II. La fel şi Mitropolitul care nu pomeneşte pe Patriarhul său. 15 Const. I-II.
- «Nu se cuvine a săvârşi în Patruzecime Praznicele naşterii mucenicilor, ci pomenirile Sfinţilor Mucenici să se facă în Sâmbete şi în Duminici». 51 Laod."
179,P,POPORUL,(credincioşii) are dreptul de a participa la alegerea clerului. 6 Sard.; 50 Cartag.
180,P,POST,"Clericul care posteşte (post sec) în zilele de Duminică sau de Sâmbăta (afară de Sâmbăta Mare) să se caterisească, laicii să se afurisească. 66 ap.;55 Trul. să fie anatema. 18 Gang.
- Sf. Liturghie să se oficieze numai de clericii care au ajunat. 29 Trul.; 41, 47 Cartag.
- În postul Paştilor să nu se ţină nunţi sau zile de naştere. 52 Laod."
181,P,POTIR,Clericul care-şi însuşeşte şi profanează Sf. Potir să se caterisească. 10 Const. I-II.
182,P,PREDICA,"Întâistătătorii Bisericilor trebuie să înveţe clerul şi poporul încredinţat lor, adică să predice, mai ales în zilele de Duminică. Predica să se întemeieze pe Sf. Scriptură şi pe Sf. Tradiţie. 19 Trul.
- Episcopul care se duce în altă eparhie şi predică acolo, fără ştirea şi învoirea Episcopului competent, să înceteze din Episcopie. 20 sin. IV ec.; 3, 11 Sard.
- Nu se cuvine ca mireanul să predice sau să înveţe în public (în biserică) doctrina creştină (Episcopul poate admite excepţie). Cel ce nesocoteşte această normă să se afurisească 40 de zile. 64 Trul.
- Femeile să nu predice în biserică. 70 Trul."
183,P,PRESBITERUL,"Presbiterul se hirotoneşte de Episcopul eparhiot. 2 ap.
- Care a fost hirotonit prin simonie să se caterisească. 29 ap.; 2 sin. IV ec.; 2 Trul.
- Care se hirotoneşte a două oară să se caterisească. 68 ap.
- Înainte de a fi hirotonit, să fie examinat. 91.
- «Dacă vreun presbiter ar fi osândit pentru purtarea lui, unul ca aceasta are datoria să vestească pe Episcopii din vecinătate, că aceştia ascultând lucrul, prin ei să se împace cu Episcopul său». Dacă însă nu face aceasta, ci mândrindu-se, se separă de Episcopul său, făcând schismă, să fie anatema. 11 Cartag.589
- Care dispreţuieşte pe Episcopul său şi se separă de el să se caterisească. 31ap.;10 Cartag.; 13 Const. I-II.
- Să nu facă nimic fără învoirea Episcopului. 39 ap.
- Care-şi părăseşte postul şi merge în altă eparhie, împotriva voinţei Episcopului, să nu mai liturghisească. 15 ap.
- Să nu se strămute dintr-un loc în altul. Cel ce face una ca aceasta să fie înapoiat de unde a plecat. 151.
- Care săvârşeşte înainte de hirotonie vreun păcat grav să se excludă din cler. 9, 101. Dacă-şi mărturiseşte singur păcatul, i se interzice de a mai sluji, dar îi rămân onorurile preoţeşti. 9 Neocez.
- Care nu poartă grijă de păstoriţii săi să se afurisească; iar persistând în neglijenţă şi lenevie, să se caterisească. 58 ap.
- Care din neştiinţă a încheiat o căsătorie ilegală pierde dreptul de a săvârşi sfintele slujbe, dar îşi păstrează numirea de cleric, bineînţeles dacă desface căsătoria. 26 Trul.; 27 Vasile cel Mare.
- Care aduce pentru jertfă altceva decât pâine şi vin să se caterisească. 3 ap
- Să nu liturghisească în case particulare. 58 Laod.
- Cel ce afirmă ca nu se cuvine a primi Sf. Cuminecătură de la un presbiter însurat să fie anatema. 4 Gang.
- Să nu meargă la sfânta slujba având vrăjmăşie asupra cuiva. Sf. Vasile cel Mare, Îndrumare pentru presbiteri.
- Să săvârşească serviciile cu evlavie; să nu liturghisească cu cei opriţi a liturghisi; să nu împărtăşească pe cei nevrednici cu Sf. Cuminecătură; să păstreze cu mare atenţie Sf. Taine, ca să nu se umezească, să nu se afume şi să nu umble cu ele cei profani. Vasile cel Mare, Îndrumare pentru presbiteri.
- Care e hirotonit de eretic, dacă se converteşte la Ortodoxie, trebuie hirotonit a două oară. 68 ap.; vezi şi: HIROTONIA."
184,P,PRESCRIPŢIE,"Episcopul care exercită, fără nici o împotrivire din partea cuiva, timp de 30 de ani jurisdicţia asupra unor parohii (care nu aparţin de drept eparhiei sale) dobândeşte jurisdicţia canonică asupra acelor parohii. 17 sin. IV ec.; 25 Trul.
- Episcopul care converteşte la Ortodoxie vreo parohie din altă eparhie şi o stăpâneşte, fără a fi stingherit de nimeni, timp de 3 ani, dobândeşte şi de drept jurisdicţia asupra acelei parohii. 119 Cartag."
185,P,PROFANARE,"Cel ce duce din biserică, spre a folosi acasă, vase sfinţite să se afurisească. 73 ap.; 10 Const. I-II.
- Cel ce îşi însuşeşte (răpeşte, fură) un vas sfinţit din biserică şi-l întrebuinţează spre scopuri necuviincioase să se caterisească, 10 Const. I-II.
- Cel ce face agape în biserică, sau aşterne aici culcuşuri, să se afurisească. 88 Trul.
- Clericul care bagă animale în biserică sau în curtea bisericii (afara de caz de forţă majoră) să se caterisească; laicul să se afurisească. 88 Trul."
186,P,PROTECŢIE,"Nimeni să nu fie introdus în cler prin protecţie. 87 Vasile cel Mare.
- Clericul care mijloceşte ca cineva să fie hirotonit sau numit într-o funcţie bisericească prin simonie să fie caterisit; mireanul să fie anatematizat. 2 sin. IV ec."
187,R,RANG,"Rangul Episcopilor în biserică se stabileşte după importanţa oraşelor în care funcţionează ei. 6, I; 3, II; 28, IV; 36, 38 Trul. , şi după vechimea hirotoniei. 86 Cartag."
188,R,REBEL,"Clericul care, după ce a fost caterisit, tulbură ordinea în biserică, să fie predeat autorităţilor civile, ca să-l pedepsească. 5 Antioh."
189,R,RECĂSĂTORIREA,Cel ce s-a căsătorit de două ori „după botez” nu poate fi cleric. 17 ap. Vezi şi: CĂSĂTORIA.
190,R,RECUZARE,"Cel ce se judecă de forurile bisericeşti, are dreptul să recuze pe judecătorii suspecţi din acele foruri. 1 Ciril Alex."
191,R,REFUZ,"Clericul care refuză să păstorească pe credincioşi, pentru care s-a hirotonit să se afurisească. 36 ap., 17 Antioh.
Deasemenea şi clericii din vina cărora poporul refuză să primească pe Episcopul legal. 36 ap., 18 Antioh.
Episcopul care acuzat şi refuză să se prezinte în faţa forului judecătoresc, să nu mai liturghisească. 19 Cartag.
Clericul care nu vrea să primească treapta mai înaltă la care îl ridică Episcopul său, „să se mai slujească nici în treapta din care n-a vrut să iasă”. 31 Cartag."
192,R,REPRIMIREA,Reprimirea clericului afurisit să se facă de Episcopul care l-a furisit sau de succesorul său legitim. 32 ap.
193,R,REŞEDINŢA,Episcopul să-şi aibă reşedinţa undee catedreala . Să nu-şi mute reşedinţa în altă parte a Eparhiei. 71 Cartag.
194,R,RESPECTAREA AUTORITĂŢILOR.,"Clericul este dator să respecte autorităţile bisericeşti şi pe cele civile. Cel ce defaimă, să se caterisească. 84 ap."
195,R,RUDENIA,"a) de sânge, care e impediment la căsătorie până la gradul IV. 54 Trul. ; 19 ap.; 75 ; 11 Tim. Alex.; 5 Teofil
b) încuscrirea care e impediment la căsătorie până la gradul IV: 54 Trul. ; 2 Neocez.; 23, 78, 87 Vasile cel Mare; 11 Tim. Alex.
c) spiritoală care e impediment la căsătorie până la gradul II. 53 Trul. . Vezi şi: IMPEDIMENTE LA CĂSĂTORIE
-  Rudele Episcopului nu au voie să administreze bunurile eparhiale. 25 Antioh.
-  Episcopul să nu hirotonească pe vreo rudă a sa ca urmaş al lui la Episcopie. 76 ap."
196,R,RUGĂCIUNEA,"Clericul care se roagă împreună cu un alt cleric caterisit, să se caterisească şi el. 11 ap., 2 Antioh.
- în biserică se pot citi numai rugăciunile aprobate canoniceşte. Nimeninu are dreptul să compună rugăciuni noi şi să le citească în biserică. 18, 59 Laod., 103 Cartag."
197,S,SCHISMA,"Clericul care se desparte de Episcopul său, «neştiind nici o vină asupra Episcopului său în privinţa dreptei credinţe şi dreptăţii, să se caterisească»; mireanul să se afurisească. Aceasta să se facă după 3 admonieri. 31 ap.; 5 Antioh; 10 Cartag.; 13-15 Const. I-II.
- Clericul care se ridică împotriva Episcopului său şi face schismă să fie anatema. 11 Cartag.; 6 Gang.
- Episcopii care se dezbină de sinod să se caterisească. 1, 2 sin. III ec."
198,S,SCHISMATICI,"Schismaticii se numesc «cei ce se deosebesc în concepţii cu privire la unele chestiuni şi întrebări bisericeşti corigibile». 1 Vasile cel Mare.
- Nu pot ridica acuza împotriva clericilor. 6 sin. II ec.
- Nu se cuvine a se ruga împreună cu schismaticii. 33 Laod.
- Botezul schismaticilor (din Africa) nu e valid. 1 Cartag. (Ciprian).
- Botezul schismaticilor poate fi considerat valid. 1 Vasile cel Mare."
199,S,SENTINŢA,"Sentinţa pe care o pronunţă sinodul, cu unanimitate, împotriva unui Episcop este definitivă şi inapelabilă. 15 Antioh.
- Dată de forurile judecătoreşti bisericeşti în drept pentru infracţiunile clericilor, să rămână definitivă. 62 Cartag.
- Împotriva unui cleric se poate da şi în absenţa lui, dacă el, fără motive juste, nu se prezintă la judecată. 74 ap.; 77 Cartag.
- Pronunţată de un for bisericesc canonic, e valabilă în întreaga Biserică Ortodoxă. 12, 32 ap.; I Sin. local din C-pol (Sofia); 13 Sard.; 9, 105 Cartag. Vezi şi PEDEPSELE BISERICEŞTI."
200,S,SERVICIUL DIVIN,"Cel ce săvârşeşte slujbe dumnezeieşti deosebit (separat) împotriva socotinţei Episcopului să fie anatema. 6 Gang.; 10, 11 Cartag.
- Clericul care fiind caterisit ar îndrăzni să săvârşească slujbele divine să se taie cu totul de la Biserică şi să nu mai aibă nădejde de reintegrare. 28 ap.; 4 Antioh."
201,S,SIMONIE,"Cel ce ajunge la demnitatea de cleric prin bani să se caterisească şi să se îndepărteze (definitiv) de la orice fel de împărtăşire, atât el, cât şi cel ce 1-a hirotonit. 29 ap.; 2IV; 22 Trul.; 5 sin VII ec.
- Episcopul care face hirotonii sau numeşte pe cineva în funcţiuni bisericeşti pentru plată se cateriseşte, iar cel ce a fost hirotonit sau numit în funcţiune pierde dreptul exerciţiului în treapta primită. Deci o astfel de hirotonie sau numire este nulă. Cel ce a mijlocit o astfel de hirotonie, dacă e cleric, se cateriseşte; dacă e mirean se anatematizează. 2 sin. IV ec.; 10 sin VII ec.; 90 Vasile cel Mare; Scrisoarea lui Ghenadie; Enciclica Tarasie.
- Episcopul «Să nu urmărească prin dorul de mârşav câştig.. a cere aur sau argint, sau altceva de la.. clericii sau monahii supuşi lui.. De se va găsi cineva ca pentru stoarcere de aur, sau ceva de alt soi, sau pentru vreo patimă a sa opreşte de la Liturghie sau afuriseşte pe vreunul din clericii supuşi lui, sau închide vreo sfântă biserică, spre a nu se săvârşi într-însa slujbele dumnezeieşti, şi întoarce nebunia sa asupra obiectului celui nesimţitor, într-adevăr însuşi este nesimţitor şi se va supune la aceleaşi suferinţe şi se va întoarce răutatea lui asupra capului lui, ca asupra celui ce a călcat porunca lui Dumnezeu şi aşezămintele apostolice». 4 sin VII ec.
- Egumenul sau egumeniţa care primeşte pe cineva în mănăstire pentru bani să fie izgoniţi din mănăstirea lor şi să fie trimişi în altă mănăstire, pentru ascultare. 19 sin VII ec.
- Clericul care pretinde plată pentru Sf. Cuminecătură să se caterisească. 23 Trul."
202,S,SINOD,"Episcopii fiecărei biserici particulare sunt datori să se adune în sinod de două ori pe an. 37 ap.; 3 sin. I ec.; 19 sin. IV ec.; 20 Antioh. Dacă sinodul nu se poate întruni de două ori, atunci trebuie să se întrunească cel puţin o dată pe an. 8 Trul.; 6 sin VII ec.; 73 Cartag.
- Episcopii sunt obligaţi să participe la sinod. 19 sin. IV ec.; 76 Cartag.; 40 Laod.; 6 Sard.
- Sinodul se ţine la locul fixat de Mitropolit. 19 sin. IV ec.; 7, 8 Trul.
- Sinodul este for de judecată pentru Episcop. 74 ap.; 6II; 9IV; 14, 15, 17 Antioh; 1 Sin. local din C- pol din anul 394.
- Sinodul Bisericii particulare (sau Mitropolitan) este for de apel pentru sentinţele date de Episcopi. 5 sin. I ec.; 20 Antioh.
- Sinodul Ecumenic este forul suprem în Biserica întreagă. Hotărârile aduse de un astfel de sinod trebuiesc observate cu sfinţenie. 1 sin. IV ec.; 1 Trul.; 1 sin VII ec.
- Normele potrivnice hotărârilor sinoadelor Ecumenice «Să fie fără valoare». 8 sin. III ec."
203,S,SINUCIGAŞI,"Pentru cei ce se sinucid, fiind ieşiţi din minte, se pot face rugăciuni; pentru cei ce se sinucid, fiind întregi la minte, să nu se facă. 14 Tim. Alex."
